dataset,filename,relative_path,gender,celeb_name,celeb_id,photo_taken,dob,status,error_message,area_face,area_nose,area_mouth,area_l_eye,area_r_eye,area_hair,face_area,nose_area,mouth_area,l_eye_area,r_eye_area,hair_area,face_score,nose_score,mouth_score,l_eye_score,r_eye_score,hair_score,face_vs_nose,face_vs_mouth,face_vs_l_eye,face_vs_r_eye,face_vs_hair,nose_vs_face,nose_vs_mouth,nose_vs_l_eye,nose_vs_r_eye,nose_vs_hair,mouth_vs_face,mouth_vs_nose,mouth_vs_l_eye,mouth_vs_r_eye,mouth_vs_hair,l_eye_vs_face,l_eye_vs_nose,l_eye_vs_mouth,l_eye_vs_r_eye,l_eye_vs_hair,r_eye_vs_face,r_eye_vs_nose,r_eye_vs_mouth,r_eye_vs_l_eye,r_eye_vs_hair,hair_vs_face,hair_vs_nose,hair_vs_mouth,hair_vs_l_eye,hair_vs_r_eye,eyes_total_area,eyes_total_vs_face,eye_asymmetry,segmentation_warnings,metadata_face_score,metadata_second_face_score,image_path
imdb,nm0000107_rm3786512640_1953-12-8_2006.jpg,07/nm0000107_rm3786512640_1953-12-8_2006.jpg,Female,Kim Basinger,11062,2006,713661.0,invalid,ValueError: eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5067056865739175,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/07/nm0000107_rm3786512640_1953-12-8_2006.jpg
imdb,nm0001508_rm1018140928_1943-10-15_2001.jpg,08/nm0001508_rm1018140928_1943-10-15_2001.jpg,Female,Penny Marshall,15290,2001,709954.0,invalid,ValueError: eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2792181930022934,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/08/nm0001508_rm1018140928_1943-10-15_2001.jpg
imdb,nm0617009_rm2674039040_1980-3-18_2006.jpg,09/nm0617009_rm2674039040_1980-3-18_2006.jpg,Female,Sophia Myles,17943,2006,723258.0,invalid,ValueError: eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6367010677974538,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/09/nm0617009_rm2674039040_1980-3-18_2006.jpg
imdb,nm1137209_rm903531264_1985-9-22_2013.jpg,09/nm1137209_rm903531264_1985-9-22_2013.jpg,Female,Tatiana Maslany,18624,2013,725272.0,invalid,ValueError: nose: nenhuma máscara retornada pelo SAM 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.245971557381057,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/09/nm1137209_rm903531264_1985-9-22_2013.jpg
imdb,nm0098710_rm2164168448_1974-2-10_2008.jpg,10/nm0098710_rm2164168448_1974-2-10_2008.jpg,Female,María Botto,13005,2008,721030.0,invalid,ValueError: mouth: nenhuma máscara retornada pelo SAM 3; eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2842626351384845,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/10/nm0098710_rm2164168448_1974-2-10_2008.jpg
imdb,nm0597410_rm2526647296_1993-7-26_2007.jpg,10/nm0597410_rm2526647296_1993-7-26_2007.jpg,Female,Taylor Momsen,18662,2007,728136.0,invalid,ValueError: mouth: nenhuma máscara retornada pelo SAM 3; eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.983168271700164,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/10/nm0597410_rm2526647296_1993-7-26_2007.jpg
imdb,nm0005311_rm2080300288_1979-6-25_1999.jpg,11/nm0005311_rm2080300288_1979-6-25_1999.jpg,Female,Busy Philipps,2760,1999,722991.0,invalid,ValueError: mouth: nenhuma máscara retornada pelo SAM 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.147037862742447,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/11/nm0005311_rm2080300288_1979-6-25_1999.jpg
imdb,nm0005412_rm712420608_1951-2-15_2012.jpg,12/nm0005412_rm712420608_1951-2-15_2012.jpg,Female,Jane Seymour,8419,2012,712634.0,invalid,ValueError: eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7331328605941696,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/12/nm0005412_rm712420608_1951-2-15_2012.jpg
imdb,nm0001014_rm572430848_1970-3-27_1993.jpg,14/nm0001014_rm572430848_1970-3-27_1993.jpg,Female,Mariah Carey,12607,1993,719614.0,invalid,ValueError: mouth: nenhuma máscara retornada pelo SAM 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0768140326021394,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/14/nm0001014_rm572430848_1970-3-27_1993.jpg
imdb,nm0746714_rm2669451776_1981-2-11_2005.jpg,14/nm0746714_rm2669451776_1981-2-11_2005.jpg,Female,Kelly Rowland,10825,2005,723588.0,invalid,ValueError: mouth: nenhuma máscara retornada pelo SAM 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1898323273406057,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/14/nm0746714_rm2669451776_1981-2-11_2005.jpg
imdb,nm1227814_rm1256036608_1988-12-14_2007.jpg,14/nm1227814_rm1256036608_1988-12-14_2007.jpg,Female,Vanessa Hudgens,19556,2007,726451.0,invalid,ValueError: mouth: nenhuma máscara retornada pelo SAM 3; eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41125248742911,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/14/nm1227814_rm1256036608_1988-12-14_2007.jpg
imdb,nm0046715_rm1883937280_1973-8-5_2004.jpg,15/nm0046715_rm1883937280_1973-8-5_2004.jpg,Female,Lorri Bagley,12100,2004,720841.0,invalid,ValueError: eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8923714188386165,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/15/nm0046715_rm1883937280_1973-8-5_2004.jpg
imdb,nm1195119_rm133742592_1982-3-1_2012.jpg,19/nm1195119_rm133742592_1982-3-1_2012.jpg,Female,Min-hee Kim,13971,2012,723971.0,invalid,ValueError: mouth: nenhuma máscara retornada pelo SAM 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.957910543898038,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/19/nm1195119_rm133742592_1982-3-1_2012.jpg
imdb,nm0000420_rm486709248_1965-10-22_2002.jpg,20/nm0000420_rm486709248_1965-10-22_2002.jpg,Female,Valeria Golino,19523,2002,717997.0,invalid,ValueError: eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.497538809143421,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/20/nm0000420_rm486709248_1965-10-22_2002.jpg
imdb,nm0005420_rm2708969216_1974-4-12_2008.jpg,20/nm0005420_rm2708969216_1974-4-12_2008.jpg,Female,Marley Shelton,12840,2008,721091.0,invalid,ValueError: mouth: nenhuma máscara retornada pelo SAM 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7125949152054005,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/20/nm0005420_rm2708969216_1974-4-12_2008.jpg
imdb,nm0517820_rm3594295040_1986-7-2_2006.jpg,20/nm0517820_rm3594295040_1986-7-2_2006.jpg,Female,Lindsay Lohan,11911,2006,725555.0,invalid,ValueError: eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1780361773232455,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/20/nm0517820_rm3594295040_1986-7-2_2006.jpg
imdb,nm0571321_rm3609442304_1995-8-18_2001.jpg,21/nm0571321_rm3609442304_1995-8-18_2001.jpg,Female,Parker McKenna Posey,14964,2001,728889.0,invalid,ValueError: hair: nenhuma máscara retornada pelo SAM 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3312291547258923,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/21/nm0571321_rm3609442304_1995-8-18_2001.jpg
imdb,nm1813221_rm3348792064_1983-4-21_2010.jpg,21/nm1813221_rm3348792064_1983-4-21_2010.jpg,Female,Gugu Mbatha-Raw,7193,2010,724387.0,invalid,ValueError: eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4919943337386612,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/21/nm1813221_rm3348792064_1983-4-21_2010.jpg
imdb,nm0000523_rm4290888704_1966-6-8_2009.jpg,23/nm0000523_rm4290888704_1966-6-8_2009.jpg,Female,Julianna Margulies,10259,2009,718226.0,invalid,ValueError: mouth: nenhuma máscara retornada pelo SAM 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.173973733331659,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/23/nm0000523_rm4290888704_1966-6-8_2009.jpg
imdb,nm0661825_rm1684704000_1974-3-14_2004.jpg,25/nm0661825_rm1684704000_1974-3-14_2004.jpg,Female,Grace Park,7054,2004,721062.0,invalid,ValueError: eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7094396067223951,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/25/nm0661825_rm1684704000_1974-3-14_2004.jpg
imdb,nm4703025_rm2740255744_1991-7-24_2012.jpg,25/nm4703025_rm2740255744_1991-7-24_2012.jpg,Female,Emily Bett Rickards,5842,2012,727403.0,invalid,ValueError: eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.247407212062925,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/25/nm4703025_rm2740255744_1991-7-24_2012.jpg
imdb,nm0242026_rm29213184_1950-11-7_2014.jpg,26/nm0242026_rm29213184_1950-11-7_2014.jpg,Female,Lindsay Duncan,11905,2014,712534.0,invalid,ValueError: mouth: nenhuma máscara retornada pelo SAM 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3073167365836977,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/26/nm0242026_rm29213184_1950-11-7_2014.jpg
imdb,nm1843026_rm1156220672_1982-10-19_2009.jpg,26/nm1843026_rm1156220672_1982-10-19_2009.jpg,Female,Gillian Jacobs,6928,2009,724203.0,invalid,ValueError: mouth: nenhuma máscara retornada pelo SAM 3; eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7352543001779406,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/26/nm1843026_rm1156220672_1982-10-19_2009.jpg
imdb,nm1843026_rm2154281728_1982-10-19_2009.jpg,26/nm1843026_rm2154281728_1982-10-19_2009.jpg,Female,Gillian Jacobs,6928,2009,724203.0,invalid,ValueError: mouth: nenhuma máscara retornada pelo SAM 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0497697497704515,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/26/nm1843026_rm2154281728_1982-10-19_2009.jpg
imdb,nm0001127_rm1131907328_1956-3-13_2009.jpg,27/nm0001127_rm1131907328_1956-3-13_2009.jpg,Female,Dana Delany,4273,2009,714487.0,invalid,ValueError: regiões essenciais ausentes após limpeza: ['r_eye'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9507813026809013,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/27/nm0001127_rm1131907328_1956-3-13_2009.jpg
imdb,nm2461627_rm977770752_1988-2-28_2006.jpg,27/nm2461627_rm977770752_1988-2-28_2006.jpg,Female,Markéta Irglová,12831,2006,726161.0,invalid,ValueError: mouth: nenhuma máscara retornada pelo SAM 3; eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7339500960965384,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/27/nm2461627_rm977770752_1988-2-28_2006.jpg
imdb,nm0001828_rm743676416_1960-10-21_2001.jpg,28/nm0001828_rm743676416_1960-10-21_2001.jpg,Female,Melora Walters,13391,2001,716170.0,invalid,ValueError: eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4545798512883987,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/28/nm0001828_rm743676416_1960-10-21_2001.jpg
imdb,nm0002028_rm2194708480_1962-2-11_2000.jpg,28/nm0002028_rm2194708480_1962-2-11_2000.jpg,Female,Sheryl Crow,17732,2000,716648.0,invalid,ValueError: mouth: nenhuma máscara retornada pelo SAM 3; eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.321424913287741,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/28/nm0002028_rm2194708480_1962-2-11_2000.jpg
imdb,nm0001631_rm845584640_1979-1-8_2006.jpg,31/nm0001631_rm845584640_1979-1-8_2006.jpg,Female,Sarah Polley,17232,2006,722823.0,invalid,ValueError: hair: nenhuma máscara retornada pelo SAM 3; eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0303309473262665,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/31/nm0001631_rm845584640_1979-1-8_2006.jpg
imdb,nm0005031_rm1902740992_1962-12-9_2004.jpg,31/nm0005031_rm1902740992_1962-12-9_2004.jpg,Female,Felicity Huffman,6276,2004,716949.0,invalid,ValueError: eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3994728896233615,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/31/nm0005031_rm1902740992_1962-12-9_2004.jpg
imdb,nm0005031_rm3673092608_1962-12-9_2015.jpg,31/nm0005031_rm3673092608_1962-12-9_2015.jpg,Female,Felicity Huffman,6276,2015,716949.0,invalid,ValueError: mouth: nenhuma máscara retornada pelo SAM 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.154416369299478,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/31/nm0005031_rm3673092608_1962-12-9_2015.jpg
imdb,nm0000932_rm1513003776_1966-8-14_1999.jpg,32/nm0000932_rm1513003776_1966-8-14_1999.jpg,Female,Halle Berry,7302,1999,718293.0,invalid,ValueError: eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4710534888821045,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/32/nm0000932_rm1513003776_1966-8-14_1999.jpg
imdb,nm0864332_rm3165817088_1977-5-22_2008.jpg,32/nm0864332_rm3165817088_1977-5-22_2008.jpg,Female,Noa Tishby,14667,2008,722227.0,invalid,ValueError: eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.588417913105002,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/32/nm0864332_rm3165817088_1977-5-22_2008.jpg
imdb,nm2501633_rm1664872448_1986-5-13_2012.jpg,33/nm2501633_rm1664872448_1986-5-13_2012.jpg,Female,Lena Dunham,11684,2012,725505.0,invalid,ValueError: mouth: nenhuma máscara retornada pelo SAM 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.233661878093174,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/33/nm2501633_rm1664872448_1986-5-13_2012.jpg
imdb,nm1913734_rm1368558848_1985-4-17_2010.jpg,34/nm1913734_rm1368558848_1985-4-17_2010.jpg,Female,Rooney Mara,16698,2010,725114.0,invalid,ValueError: mouth: nenhuma máscara retornada pelo SAM 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.296599024746993,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/34/nm1913734_rm1368558848_1985-4-17_2010.jpg
imdb,nm0001435_rm3392977152_1963-7-30_2000.jpg,35/nm0001435_rm3392977152_1963-7-30_2000.jpg,Female,Lisa Kudrow,11966,2000,717182.0,invalid,ValueError: eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6550864326912569,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/35/nm0001435_rm3392977152_1963-7-30_2000.jpg
imdb,nm0261435_rm1319934208_1955-5-31_1999.jpg,35/nm0261435_rm1319934208_1955-5-31_1999.jpg,Female,Susie Essman,18414,1999,714200.0,invalid,ValueError: mouth: nenhuma máscara retornada pelo SAM 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.039181692494737,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/35/nm0261435_rm1319934208_1955-5-31_1999.jpg
imdb,nm0341737_rm995329792_1968-12-18_1996.jpg,37/nm0341737_rm995329792_1968-12-18_1996.jpg,Female,Rachel Griffiths,15672,1996,719150.0,invalid,ValueError: eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.458790063398929,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/37/nm0341737_rm995329792_1968-12-18_1996.jpg
imdb,nm0766837_rm1795328512_1958-7-6_2009.jpg,37/nm0766837_rm1795328512_1958-7-6_2009.jpg,Female,Jennifer Saunders,8871,2009,715332.0,invalid,ValueError: eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3193916472363383,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/37/nm0766837_rm1795328512_1958-7-6_2009.jpg
imdb,nm0005138_rm605468928_1972-5-3_2011.jpg,38/nm0005138_rm605468928_1972-5-3_2011.jpg,Female,Kristin Lehman,11228,2011,720382.0,invalid,ValueError: mouth: nenhuma máscara retornada pelo SAM 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9997350119674966,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/38/nm0005138_rm605468928_1972-5-3_2011.jpg
imdb,nm0237838_rm3435301120_1966-1-24_2009.jpg,38/nm0237838_rm3435301120_1966-1-24_2009.jpg,Female,Julie Dreyfus,10284,2009,718091.0,invalid,ValueError: mouth: nenhuma máscara retornada pelo SAM 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.462511898972355,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/38/nm0237838_rm3435301120_1966-1-24_2009.jpg
imdb,nm0540441_rm3882995968_1984-11-21_2013.jpg,41/nm0540441_rm3882995968_1984-11-21_2013.jpg,Female,Jena Malone,8780,2013,724967.0,invalid,ValueError: eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6333990033964634,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/41/nm0540441_rm3882995968_1984-11-21_2013.jpg
imdb,nm2036142_rm1796863232_1985-3-3_2015.jpg,42/nm2036142_rm1796863232_1985-3-3_2015.jpg,Female,Nathalie Kelley,14340,2015,725069.0,invalid,ValueError: eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9823703722207893,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/42/nm2036142_rm1796863232_1985-3-3_2015.jpg
imdb,nm2560043_rm2503002112_1990-8-9_2013.jpg,43/nm2560043_rm2503002112_1990-8-9_2013.jpg,Female,Adelaide Kane,171,2013,727054.0,invalid,ValueError: eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5525996925705736,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/43/nm2560043_rm2503002112_1990-8-9_2013.jpg
